budget,runtime,popularity,vote_average,vote_count,original_language,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_Foreign,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_TV Movie,genre_Thriller,genre_War,genre_Western,success
150000000,115.0,53.905592,6.7,3624,en,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
150000000,111.0,65.677399,7.5,4369,en,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
150000000,140.0,115.040024,7.5,7359,en,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
150000000,89.0,44.141021,6.2,1810,en,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
150000000,105.0,81.781591,5.9,1971,en,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
150000000,107.0,5.954334,6.2,4021,en,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
150000000,129.0,73.313918,6.4,3096,en,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
150000000,102.0,165.125366,7.3,5295,en,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
150000000,138.0,70.78591,6.7,3443,en,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
170000000,112.0,99.499595,6.8,4755,en,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
150000000,120.0,434.278564,7.2,9427,en,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
150000000,138.0,67.447636,6.5,2129,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
150000000,115.0,86.493424,6.6,6525,en,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
150000000,98.0,41.845878,6.3,1750,en,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
150000000,88.0,26.710398,5.1,510,en,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
150000000,99.0,44.927635,5.5,1431,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
150000000,113.0,50.306728,5.7,2320,en,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
150000000,131.0,114.522237,7.1,3224,en,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
150000000,102.0,21.214571,5.5,549,en,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
150000000,91.0,29.332905,5.7,1171,en,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
150000000,91.0,51.247321,6.7,1880,en,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
150000000,103.0,33.769336,4.7,1151,en,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
150000000,126.0,63.079003,6.5,2028,en,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
150000000,131.0,39.004588,6.4,1891,en,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
150000000,88.0,12.362599,5.5,199,en,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
149000000,85.0,22.550135,6.0,874,en,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
150000000,111.0,48.03528,5.9,954,en,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
145000000,92.0,38.73494,6.7,843,en,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
175000000,163.0,66.803149,6.9,2759,en,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
145000000,93.0,44.989192,6.4,1808,en,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
140000000,133.0,54.159392,5.8,1092,en,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
144000000,116.0,66.21806,5.3,2142,en,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
140000000,151.0,58.485967,6.4,2482,en,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
140000000,88.0,91.332849,6.0,3114,en,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
70000000,115.0,35.601665,5.5,841,en,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145000000,95.0,56.747978,6.7,1603,en,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
145000000,133.0,77.77477,6.8,3972,en,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
145000000,97.0,61.788035,7.1,1922,en,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
100000000,90.0,25.159168,5.9,627,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140000000,154.0,52.341226,7.3,1895,en,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
140000000,150.0,101.599427,5.6,1921,en,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
150000000,127.0,73.616808,7.4,4518,en,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
139000000,121.0,82.502566,6.8,5265,en,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
145000000,102.0,100.21391,7.6,3106,en,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
140000000,127.0,56.257249,5.3,1277,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
135000000,121.0,17.88953,4.9,331,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130000000,163.0,64.798873,7.0,2811,en,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
140000000,127.0,24.855701,6.3,767,en,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
137000000,138.0,34.981698,5.3,1533,en,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
130000000,110.0,59.325589,5.4,3025,en,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
130000000,124.0,21.605568,5.7,434,en,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
137000000,106.0,26.074908,5.9,433,en,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
140000000,124.0,74.506246,6.6,7047,en,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
135000000,128.0,39.604363,6.0,862,en,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
150000000,138.0,36.973031,6.9,790,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120000000,115.0,99.687084,6.1,2553,en,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
130000000,100.0,17.7735,5.8,373,en,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
150000000,114.0,62.898336,6.1,3021,en,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
140000000,120.0,44.19092,6.0,1000,en,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
135000000,156.0,100.635882,7.3,6396,en,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
135000000,96.0,44.765377,6.1,1074,en,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
135000000,107.0,29.91353,6.6,2051,en,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
132000000,92.0,84.366984,6.5,1346,en,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
70000000,115.0,45.381501,7.3,2888,en,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
130000000,90.0,84.689648,6.9,3145,en,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
130000000,117.0,120.09361,7.0,5880,en,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
130000000,146.0,76.310119,7.4,6495,en,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
135000000,94.0,63.473086,6.8,1519,en,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
132000000,116.0,48.572726,6.2,2322,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
130000000,147.0,38.068736,6.3,1564,en,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
130000000,90.0,20.678787,6.4,451,en,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
110000000,100.0,48.829437,6.2,2093,en,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
125000000,139.0,46.115758,5.6,2350,en,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130000000,107.0,89.938296,6.7,2061,en,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
130000000,141.0,79.679601,7.7,5877,en,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
130000000,165.0,28.840997,6.3,694,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130000000,100.0,42.840582,5.0,2532,en,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
127500000,82.0,26.548594,6.2,542,en,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
127000000,97.0,115.597753,6.1,1851,en,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
130000000,95.0,68.757242,6.7,1918,en,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
125000000,152.0,109.984351,7.5,7006,en,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
130000000,96.0,39.448066,5.4,1260,en,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
140000000,143.0,271.972889,7.5,6985,en,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
125000000,123.0,206.227151,6.6,5584,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
125000000,149.0,45.313197,6.5,2704,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
103000000,102.0,42.40024,6.3,978,en,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
110000000,133.0,2.871739,6.8,3506,en,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
125000000,130.0,7.255718,7.1,2438,en,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
125000000,129.0,81.499621,7.0,3886,en,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
125000000,106.0,47.686442,5.6,2233,en,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
65000000,113.0,43.129703,7.1,1710,en,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
160000000,102.0,27.220157,6.4,510,en,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
130000000,120.0,90.33681,6.0,2651,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
125000000,125.0,50.073575,4.2,1418,en,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
123000000,104.0,45.419668,6.2,1386,en,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
125000000,124.0,41.380094,6.2,2392,en,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
