budget,runtime,genres,popularity,original_language,vote_average,vote_count,budget_missing,success_score,success,release_year,era,release_month,is_summer_release,is_holiday_release,num_genres,is_english
12000000,104.0,"['Music', 'Drama', 'Romance', 'Crime']",45.477802,en,6.7,1060,0,73.3,2,2006,2000s (2000-2009),8,1,0,4,1
12000000,81.0,"['Animation', 'Comedy']",12.60629,en,6.5,168,0,40.26,0,1996,Moderne (1980-1999),12,0,1,2,1
12000000,154.0,"['Comedy', 'Crime', 'Romance']",40.631671,en,7.3,1514,0,57.78,1,1997,Moderne (1980-1999),12,0,1,3,1
12000000,107.0,"['Comedy', 'Adventure']",26.219598,en,6.2,497,0,50.7,1,2008,2000s (2000-2009),4,0,0,2,1
15000000,84.0,"['Science Fiction', 'Drama', 'Thriller']",64.504747,en,6.6,1935,0,75.05,2,2012,2010s+ (2010+),2,0,0,3,1
12000000,132.0,"['Music', 'Drama', 'Romance']",3.389249,en,6.2,51,0,45.14,1,1983,Moderne (1980-1999),11,0,1,3,1
5000000,116.0,"['Family', 'Fantasy', 'Science Fiction', 'Adventure', 'Comedy']",14.779537,en,6.6,249,0,66.5,2,1981,Moderne (1980-1999),7,1,0,5,1
12000000,93.0,"['Action', 'Adventure', 'Comedy', 'Drama', 'Family', 'Music', 'Romance']",6.703319,en,4.7,158,0,44.16,1,2002,2000s (2000-2009),2,0,0,7,1
12000000,88.0,"['Comedy', 'Crime']",49.070321,en,6.5,1564,0,68.91,2,2012,2010s+ (2010+),3,0,0,2,1
12000000,96.0,"['Horror', 'Thriller']",20.624896,en,6.6,435,0,54.72,1,2002,2000s (2000-2009),8,1,0,2,1
12000000,89.0,"['Horror', 'Science Fiction', 'Thriller']",8.083995,en,5.5,339,0,44.02,1,2008,2000s (2000-2009),10,0,0,3,1
12000000,98.0,"['Drama', 'Horror', 'Thriller']",11.135734,en,5.5,281,0,48.19,1,2008,2000s (2000-2009),2,0,0,3,1
12000000,97.0,"['Comedy', 'Family']",4.623609,en,4.7,30,0,36.46,1,2004,2000s (2000-2009),4,0,0,2,1
12000000,93.0,['Comedy'],11.510281,en,6.3,218,0,46.74,1,2001,2000s (2000-2009),12,0,1,1,1
23000000,85.0,"['Comedy', 'Family', 'Fantasy', 'Drama']",15.085981,en,7.2,212,1,48.27,1,1992,Moderne (1980-1999),12,0,1,4,1
12000000,123.0,"['Drama', 'Romance']",18.422327,en,7.3,383,0,59.72,1,2002,2000s (2000-2009),8,1,0,2,1
12000000,93.0,"['Documentary', 'Music']",8.410688,en,6.5,85,0,48.02,1,2012,2010s+ (2010+),6,1,0,2,1
12000000,125.0,"['Romance', 'Drama']",74.358971,en,7.6,3759,0,83.04,2,2014,2010s+ (2010+),5,0,0,2,1
12000000,121.0,"['Drama', 'Crime']",18.422008,en,6.9,439,0,48.97,1,1998,Moderne (1980-1999),9,0,0,2,1
23000000,102.0,"['Drama', 'Comedy']",15.896312,en,6.3,210,1,42.71,1,2014,2010s+ (2010+),12,0,1,2,1
12000000,102.0,"['Horror', 'Science Fiction']",8.61659,en,5.4,25,0,46.76,1,1979,Classique (< 1980),1,0,0,2,1
12000000,99.0,"['Horror', 'Mystery', 'Thriller']",6.044161,en,6.5,330,0,44.89,1,1999,Moderne (1980-1999),9,0,0,3,1
12000000,98.0,['Drama'],29.019504,en,7.4,579,0,72.33,2,2013,2010s+ (2010+),11,0,1,1,1
23000000,118.0,"['Comedy', 'Drama']",6.2464,en,6.4,72,1,39.02,0,2005,2000s (2000-2009),1,0,0,2,1
23000000,125.0,"['Horror', 'Drama', 'Thriller', 'Science Fiction']",5.315213,en,6.6,101,1,40.13,0,1978,Classique (< 1980),10,0,0,4,1
12000000,104.0,"['Fantasy', 'Romance', 'Family', 'Comedy']",16.931846,en,5.8,364,0,42.24,1,2006,2000s (2000-2009),3,0,0,4,1
12000000,109.0,"['Drama', 'Mystery', 'Romance']",64.610671,en,6.1,1937,0,64.44,2,2015,2010s+ (2010+),6,1,0,3,1
23000000,86.0,['Comedy'],4.480167,en,4.3,15,1,26.25,0,2004,2000s (2000-2009),1,0,0,1,1
12000000,115.0,"['Drama', 'Adventure']",29.223881,en,7.4,636,0,51.74,1,2013,2010s+ (2010+),9,0,0,2,1
23000000,92.0,"['Horror', 'Comedy', 'Thriller']",7.710797,en,6.7,94,1,40.97,0,1995,Moderne (1980-1999),1,0,0,3,1
12000000,86.0,"['Comedy', 'Family', 'Fantasy', 'Science Fiction']",1.081822,en,5.4,33,0,36.83,1,2001,2000s (2000-2009),10,0,0,4,1
12000000,94.0,"['Comedy', 'Drama']",16.183746,en,5.6,364,0,40.95,1,2011,2010s+ (2010+),12,0,1,2,1
12000000,88.0,"['Action', 'Thriller', 'Crime']",47.992817,en,6.6,1151,0,55.13,1,2006,2000s (2000-2009),8,1,0,3,1
23000000,93.0,"['Comedy', 'Romance']",1.20245,en,5.3,8,1,33.74,1,1997,Moderne (1980-1999),8,1,0,2,1
12000000,100.0,"['Comedy', 'Drama', 'Romance']",0.700792,en,5.3,11,0,35.1,1,1998,Moderne (1980-1999),10,0,0,3,1
23000000,100.0,"['Comedy', 'Drama', 'Romance']",10.409253,en,6.1,99,1,40.45,1,2010,2010s+ (2010+),5,0,0,3,1
23000000,113.0,['Drama'],14.345428,en,6.1,163,1,38.03,0,2008,2000s (2000-2009),10,0,0,1,1
12000000,122.0,"['Romance', 'Crime', 'Drama']",6.803763,en,6.4,110,0,39.08,0,1981,Moderne (1980-1999),3,0,0,3,1
23000000,101.0,"['Drama', 'Romance']",19.944479,en,6.4,377,1,44.5,1,2003,2000s (2000-2009),8,1,0,2,1
14000000,149.0,"['Action', 'Drama', 'History', 'War', 'Adventure']",26.967494,de,7.9,613,0,68.31,2,1981,Moderne (1980-1999),9,0,0,5,0
12000000,93.0,['Comedy'],3.444542,en,4.6,47,0,27.94,0,2002,2000s (2000-2009),3,0,0,1,1
23000000,123.0,"['Comedy', 'Drama', 'Science Fiction']",74.817641,en,7.8,2067,1,65.64,2,2013,2010s+ (2010+),8,1,0,3,1
23000000,119.0,"['Adventure', 'Drama', 'Action', 'Romance']",21.064082,zh,7.1,439,1,56.82,1,2004,2000s (2000-2009),5,0,0,4,0
12000000,100.0,"['Drama', 'Thriller']",16.40512,en,6.1,294,0,47.11,1,2012,2010s+ (2010+),9,0,0,2,1
12000000,106.0,"['Science Fiction', 'Thriller']",32.940597,en,6.4,933,0,49.76,1,2015,2010s+ (2010+),1,0,0,2,1
12000000,109.0,"['Drama', 'History', 'Music']",13.427427,en,6.9,86,0,42.74,0,2008,2000s (2000-2009),12,0,1,3,1
23000000,81.0,"['Action', 'Comedy']",5.359381,en,4.9,23,1,29.94,0,2000,2000s (2000-2009),5,0,0,2,1
8000000,95.0,"['Action', 'Thriller', 'Science Fiction']",8.708229,en,5.7,168,0,37.6,1,1992,Moderne (1980-1999),9,0,0,3,1
12000000,86.0,"['Comedy', 'Drama']",4.330428,en,5.9,43,0,37.22,0,2006,2000s (2000-2009),11,0,1,2,1
23000000,113.0,"['Drama', 'Comedy']",7.594593,en,6.0,111,1,36.76,0,1998,Moderne (1980-1999),9,0,0,2,1
12000000,116.0,"['Drama', 'Comedy']",4.770195,en,5.8,78,0,36.97,1,2006,2000s (2000-2009),10,0,0,2,1
12000000,90.0,"['Comedy', 'Romance']",1.623338,en,3.0,23,0,19.39,0,2003,2000s (2000-2009),6,1,0,2,1
12000000,108.0,['Comedy'],2.993939,en,5.7,16,0,35.73,0,1996,Moderne (1980-1999),3,0,0,1,1
12000000,119.0,"['Mystery', 'Thriller']",10.536092,en,4.6,89,0,28.65,0,2003,2000s (2000-2009),9,0,0,2,1
12000000,110.0,"['Drama', 'Romance']",8.290636,en,6.6,154,0,41.22,0,2008,2000s (2000-2009),11,0,1,2,1
23000000,109.0,"['Comedy', 'Drama']",3.603842,en,6.0,22,1,36.36,0,2001,2000s (2000-2009),9,0,0,2,1
11000000,119.0,"['Horror', 'Drama', 'Science Fiction']",27.65527,ko,6.7,537,0,67.1,2,2006,2000s (2000-2009),7,1,0,3,0
23000000,100.0,"['Adventure', 'Crime', 'Thriller']",1.379643,en,6.8,4,1,40.94,0,1981,Moderne (1980-1999),11,0,1,3,1
12000000,100.0,"['Comedy', 'Horror', 'Thriller', 'Western']",9.164386,en,6.9,141,0,42.32,0,1999,Moderne (1980-1999),3,0,0,4,1
12000000,97.0,"['Comedy', 'Drama']",9.779444,en,6.5,225,0,39.98,0,2008,2000s (2000-2009),2,0,0,2,1
12400000,142.0,"['Comedy', 'Drama']",32.523573,it,7.3,720,0,49.08,1,2013,2010s+ (2010+),5,0,0,2,0
23000000,104.0,"['Comedy', 'Drama']",2.24888,en,6.4,53,1,38.62,0,2002,2000s (2000-2009),6,1,0,2,1
12000000,99.0,"['Drama', 'Horror', 'Thriller']",27.322212,en,6.5,882,0,44.75,1,2013,2010s+ (2010+),2,0,0,3,1
12000000,129.0,"['Fantasy', 'Drama', 'Science Fiction', 'Romance']",12.664787,zh,6.9,206,0,47.48,1,2004,2000s (2000-2009),5,0,0,4,0
12000000,90.0,"['Crime', 'Drama', 'Romance']",3.004432,en,6.1,38,0,36.9,0,2007,2000s (2000-2009),9,0,0,3,1
12000000,100.0,"['Adventure', 'Drama', 'Family']",4.795244,en,6.9,41,0,41.88,0,2005,2000s (2000-2009),4,0,0,3,1
12000000,111.0,"['Drama', 'Romance']",5.841285,en,6.5,84,0,40.0,0,2009,2000s (2000-2009),9,0,0,2,1
12000000,114.0,"['Crime', 'Drama', 'Thriller']",5.327714,ja,6.8,107,0,45.15,1,2000,2000s (2000-2009),9,0,0,3,0
1200000,86.0,['Comedy'],3.582733,en,6.2,50,0,37.56,0,2002,2000s (2000-2009),5,0,0,1,1
23000000,107.0,"['Comedy', 'Drama']",2.678715,en,6.1,9,1,36.87,0,1997,Moderne (1980-1999),10,0,0,2,1
8000000,90.0,"['Thriller', 'Drama', 'Mystery']",9.728143,en,6.1,88,0,37.57,0,2007,2000s (2000-2009),9,0,0,3,1
23000000,103.0,"['Drama', 'Romance']",2.303865,en,5.3,22,1,32.03,0,2012,2010s+ (2010+),4,0,0,2,1
12000000,120.0,"['Drama', 'Thriller']",11.237374,en,6.8,67,0,41.92,0,2007,2000s (2000-2009),1,0,0,2,1
23000000,140.0,"['War', 'Drama']",1.906807,hu,6.5,28,1,39.19,0,2005,2000s (2000-2009),2,0,0,2,0
12000000,110.0,['Comedy'],2.695896,en,5.2,28,0,31.47,0,1999,Moderne (1980-1999),2,0,0,1,1
23000000,95.0,"['Comedy', 'Drama', 'Thriller']",1.416796,zh,4.8,13,1,28.94,0,2009,2000s (2000-2009),12,0,1,3,0
7500000,95.0,"['Thriller', 'Science Fiction', 'Mystery']",11.636883,en,6.7,192,0,41.36,0,2002,2000s (2000-2009),10,0,0,3,1
12000000,132.0,"['Drama', 'History', 'War']",4.793348,zh,7.6,55,0,48.74,1,2009,2000s (2000-2009),4,0,0,3,0
19000000,89.0,"['Animation', 'Family', 'Action', 'Adventure', 'Comedy']",0.738652,zh,3.0,3,0,18.48,0,2011,2010s+ (2010+),1,0,0,5,0
12000000,131.0,['Science Fiction'],5.158067,ja,6.3,59,0,41.12,1,2010,2010s+ (2010+),12,0,1,1,0
20000000,113.0,"['War', 'Drama']",5.727602,en,5.8,62,0,35.38,0,2011,2010s+ (2010+),4,0,0,2,1
12000000,99.0,['Horror'],25.496926,en,6.9,612,0,43.95,0,2009,2000s (2000-2009),10,0,0,1,1
1200000,111.0,['Drama'],0.489271,en,4.3,5,0,25.85,0,2015,2010s+ (2010+),11,0,1,1,1
12000000,99.0,['Drama'],11.150261,en,6.0,229,0,62.45,2,2014,2010s+ (2010+),4,0,0,1,1
10000000,103.0,"['Thriller', 'Crime']",53.595686,en,7.7,2912,0,76.63,2,2000,2000s (2000-2009),9,0,0,2,1
23000000,89.0,"['Drama', 'Romance']",0.186234,cs,4.3,2,1,25.82,0,2015,2010s+ (2010+),10,0,0,2,0
11500000,103.0,"['Drama', 'Horror']",20.747994,en,6.4,407,0,55.47,1,1989,Moderne (1980-1999),4,0,0,2,1
23000000,134.0,['Drama'],2.930853,ja,7.5,20,1,45.29,0,1993,Moderne (1980-1999),4,0,0,1,0
11500000,101.0,['Drama'],4.75919,en,5.5,29,0,33.48,0,2009,2000s (2000-2009),2,0,0,1,1
23000000,130.0,"['Drama', 'History', 'Romance']",0.753362,zh,6.3,5,1,37.88,0,2015,2010s+ (2010+),8,1,0,3,0
11000000,106.0,"['Fantasy', 'Horror', 'Comedy']",45.072136,en,6.9,1596,0,75.91,2,1984,Moderne (1980-1999),6,1,0,3,1
11500000,102.0,['Comedy'],56.805781,en,5.7,1406,0,64.42,2,2016,2010s+ (2010+),1,0,0,1,1
23000000,112.0,"['Adventure', 'Crime', 'Drama', 'Thriller']",14.637357,pt,7.1,242,1,44.06,0,2014,2010s+ (2010+),10,0,0,4,0
23000000,116.0,"['Comedy', 'Drama', 'Family', 'Music', 'Romance']",21.801188,en,6.2,821,1,39.38,0,2008,2000s (2000-2009),10,0,0,5,1
25000000,116.0,['Drama'],31.019381,en,7.2,1486,0,57.54,1,2010,2010s+ (2010+),12,0,1,1,1
11000000,95.0,"['Action', 'Comedy', 'Documentary']",11.227087,en,6.4,298,0,59.37,1,2006,2000s (2000-2009),9,0,0,3,1
11000000,120.0,"['Comedy', 'Drama']",19.231507,en,7.3,384,0,63.2,2,1992,Moderne (1980-1999),3,0,0,2,1
11000000,106.0,['Drama'],31.162838,en,7.3,1368,0,68.43,2,2014,2010s+ (2010+),8,1,0,1,1
12000000,96.0,"['Action', 'Comedy', 'Crime']",3.94487,en,3.9,74,0,23.79,0,2014,2010s+ (2010+),5,0,0,3,1
11000000,107.0,['Comedy'],7.559192,en,6.6,217,0,53.94,1,1989,Moderne (1980-1999),2,0,0,1,1
23000000,101.0,"['Comedy', 'Family', 'Science Fiction']",7.377587,en,5.6,142,1,34.34,0,2007,2000s (2000-2009),12,0,1,3,1
13000000,81.0,"['Thriller', 'Drama']",38.018085,en,6.7,1062,0,66.58,2,2002,2000s (2000-2009),9,0,0,2,1
11000000,101.0,"['Drama', 'Romance']",33.283554,en,7.5,1018,0,59.57,1,2002,2000s (2000-2009),1,0,0,2,1
11000000,122.0,['Drama'],15.864928,en,7.3,337,0,56.12,1,1995,Moderne (1980-1999),12,0,1,1,1
10500000,97.0,"['Drama', 'Romance', 'Thriller']",23.449703,en,6.6,827,0,63.63,2,1999,Moderne (1980-1999),3,0,0,3,1
11000000,90.0,"['Horror', 'Mystery']",31.900899,en,6.0,722,0,57.8,1,2009,2000s (2000-2009),10,0,0,2,1
11000000,92.0,['Comedy'],14.282314,en,6.5,204,0,49.07,1,1981,Moderne (1980-1999),6,1,0,1,1
11000000,114.0,['Adventure'],7.645979,en,7.4,158,0,55.56,1,2008,2000s (2000-2009),9,0,0,1,1
11000000,86.0,"['Action', 'Comedy', 'Crime']",3.495758,en,4.1,54,0,31.49,1,2001,2000s (2000-2009),10,0,0,3,1
12000000,91.0,"['Drama', 'Horror', 'Thriller', 'Crime']",7.558959,en,5.9,65,0,45.45,1,1992,Moderne (1980-1999),8,1,0,4,1
11,145.0,"['Drama', 'Action']",3.375208,en,6.4,29,0,41.74,1,1978,Classique (< 1980),4,0,0,2,1
12000000,100.0,['Science Fiction'],4.234269,en,5.5,57,0,34.64,0,1986,Moderne (1980-1999),1,0,0,1,1
11000000,111.0,"['Drama', 'Romance']",39.337949,en,7.2,1213,0,64.06,2,2015,2010s+ (2010+),10,0,0,2,1
24000000,89.0,['Comedy'],4.12064,en,5.8,53,0,37.06,1,2001,2000s (2000-2009),11,0,1,1,1
24000000,84.0,['Comedy'],2.259537,en,5.7,34,0,36.14,1,2000,2000s (2000-2009),10,0,0,1,1
11000000,98.0,"['Drama', 'Comedy', 'Romance']",7.722021,en,6.3,139,0,54.81,1,2012,2010s+ (2010+),9,0,0,3,1
11000000,95.0,"['Comedy', 'Romance']",7.063053,en,4.9,74,0,36.5,1,2001,2000s (2000-2009),3,0,0,2,1
11000000,100.0,"['Drama', 'Thriller', 'Crime']",16.003958,en,7.0,334,0,47.18,1,2001,2000s (2000-2009),11,0,1,3,1
11000000,120.0,['Drama'],21.204929,en,7.3,440,0,62.73,2,2015,2010s+ (2010+),4,0,0,1,1
23000000,118.0,['Drama'],6.799314,en,6.6,131,1,40.28,0,2004,2000s (2000-2009),9,0,0,1,1
11000000,81.0,"['Fantasy', 'Horror', 'Comedy']",33.758281,en,7.3,838,0,47.18,0,1992,Moderne (1980-1999),10,0,0,3,1
14000000,86.0,"['Comedy', 'Romance']",9.371811,en,5.4,60,0,34.71,0,2002,2000s (2000-2009),2,0,0,2,1
11000000,118.0,"['Romance', 'Drama']",33.282794,en,7.5,919,0,56.51,1,1993,Moderne (1980-1999),12,0,1,2,1
10000000,125.0,"['Drama', 'History']",3.208172,en,8.2,12,0,50.74,0,2003,2000s (2000-2009),9,0,0,2,1
11000000,125.0,"['Crime', 'Drama']",4.131918,en,6.8,80,0,41.21,0,2004,2000s (2000-2009),10,0,0,2,1
23000000,91.0,"['Comedy', 'Romance']",4.093288,en,5.1,75,1,31.01,0,2002,2000s (2000-2009),8,1,0,2,1
11000000,113.0,"['Comedy', 'Drama', 'Romance']",1.187671,en,6.6,9,0,40.49,0,1995,Moderne (1980-1999),5,0,0,3,1
11000000,105.0,"['Drama', 'Music']",36.319205,en,7.2,834,0,55.81,1,2013,2010s+ (2010+),10,0,0,2,1
23000000,95.0,"['Drama', 'Romance', 'Thriller']",4.146752,en,5.8,75,1,37.3,1,2001,2000s (2000-2009),8,1,0,3,1
11000000,98.0,"['Drama', 'Adventure', 'Romance']",9.705589,en,5.1,153,0,32.34,0,1991,Moderne (1980-1999),8,1,0,3,1
11000000,124.0,"['Drama', 'History']",1.396985,en,5.9,16,0,36.14,0,1970,Classique (< 1980),1,0,0,2,1
23000000,105.0,"['Comedy', 'Music', 'Romance']",4.056774,en,6.0,33,1,36.79,0,2005,2000s (2000-2009),9,0,0,3,1
11000000,104.0,['Drama'],5.062687,en,6.2,42,0,37.71,0,2006,2000s (2000-2009),9,0,0,1,1
23000000,111.0,"['Drama', 'Thriller', 'Crime']",3.122152,en,5.6,35,1,33.91,0,2010,2010s+ (2010+),9,0,0,3,1
10800000,92.0,"['Horror', 'Thriller', 'Crime']",32.943848,en,5.9,820,0,68.69,2,2008,2000s (2000-2009),10,0,0,3,1
23000000,116.0,"['Drama', 'Action', 'Thriller', 'Crime', 'Foreign']",0.700127,it,7.3,6,1,43.87,0,1969,Classique (< 1980),4,0,0,5,0
11000000,97.0,"['Drama', 'Comedy', 'Romance']",31.763201,en,5.9,881,0,38.58,0,2012,2010s+ (2010+),2,0,0,3,1
23000000,123.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",8.950864,en,5.7,25,1,35.1,0,2006,2000s (2000-2009),7,1,0,4,1
14000000,97.0,"['Drama', 'Comedy', 'Romance']",4.519523,en,6.3,46,0,42.22,1,1999,Moderne (1980-1999),4,0,0,3,1
23000000,98.0,"['Science Fiction', 'Thriller', 'Horror']",18.764453,en,5.2,302,1,33.08,0,2013,2010s+ (2010+),8,1,0,3,1
23000000,102.0,['Horror'],6.340135,en,5.6,112,1,34.23,0,2002,2000s (2000-2009),10,0,0,1,1
10500000,149.0,"['Science Fiction', 'Mystery', 'Adventure']",86.201184,en,7.9,2998,0,75.65,2,1968,Classique (< 1980),4,0,0,3,1
10000000,97.0,"['Romance', 'Comedy', 'Drama']",12.792446,en,5.8,160,0,41.33,1,2007,2000s (2000-2009),4,0,0,3,1
23000000,97.0,"['Adventure', 'Drama', 'Family']",1.985552,en,6.8,6,1,41.0,0,2004,2000s (2000-2009),2,0,0,3,1
10500000,99.0,"['Drama', 'Comedy']",0.037073,en,8.5,2,0,51.04,0,1994,Moderne (1980-1999),9,0,0,2,1
23000000,135.0,"['Drama', 'Comedy', 'Romance', 'Foreign']",0.12082,hi,5.2,29,1,31.21,0,2010,2010s+ (2010+),4,0,0,4,0
11000000,110.0,"['Drama', 'Action', 'History', 'Western', 'Romance']",3.646848,en,5.0,16,0,30.36,0,2007,2000s (2000-2009),5,0,0,5,1
12000000,145.0,"['History', 'Drama']",5.759545,en,6.4,35,0,41.38,1,2012,2010s+ (2010+),6,1,0,2,1
11000000,105.0,"['Comedy', 'Drama', 'Music']",25.302978,fr,7.0,766,0,44.53,0,2014,2010s+ (2010+),12,0,1,3,0
10000000,126.0,['Drama'],43.734886,en,7.9,2811,0,81.77,2,1997,Moderne (1980-1999),12,0,1,1,1
11000000,106.0,"['Drama', 'Thriller']",10.016909,en,5.3,149,0,32.8,0,2016,2010s+ (2010+),2,0,0,2,1
10000000,108.0,"['Horror', 'Thriller', 'Crime']",33.124871,en,6.1,1071,0,69.91,2,2006,2000s (2000-2009),10,0,0,3,1
10000000,106.0,"['Action', 'Comedy']",10.892398,en,6.5,249,0,65.68,2,1981,Moderne (1980-1999),6,1,0,2,1
28000000,98.0,['Comedy'],14.754281,en,5.8,568,0,45.97,1,2000,2000s (2000-2009),8,1,0,1,1
10000000,105.0,"['Action', 'Horror', 'Thriller']",53.727146,en,6.1,1306,0,71.97,2,2016,2010s+ (2010+),6,1,0,3,1
10000000,95.0,"['Comedy', 'Romance']",8.9876,en,5.7,418,0,65.1,2,1999,Moderne (1980-1999),1,0,0,2,1
10000000,93.0,"['Horror', 'Thriller', 'Crime']",29.244768,en,5.9,903,0,68.32,2,2007,2000s (2000-2009),10,0,0,3,1
10000000,101.0,"['Drama', 'Horror', 'Thriller']",14.447723,en,5.6,261,0,62.4,2,2005,2000s (2000-2009),1,0,0,3,1
6000000,110.0,"['Drama', 'Comedy', 'Romance']",5.882208,en,6.0,77,0,65.2,2,2006,2000s (2000-2009),2,0,0,3,1
13800000,119.0,['Drama'],17.3393,en,6.7,291,0,53.3,1,1986,Moderne (1980-1999),10,0,0,1,1
10000000,101.0,"['Comedy', 'Family']",8.932837,en,6.4,198,0,54.52,1,1992,Moderne (1980-1999),10,0,0,2,1
10000000,92.0,"['Horror', 'Mystery', 'Thriller']",35.695442,en,5.8,865,0,68.37,2,2004,2000s (2000-2009),10,0,0,3,1
12000000,92.0,['Comedy'],26.598884,en,6.5,755,0,51.96,1,1996,Moderne (1980-1999),2,0,0,1,1
10000000,90.0,"['Horror', 'Thriller']",23.316208,en,6.1,720,0,56.7,1,2001,2000s (2000-2009),7,1,0,2,1
10000000,90.0,"['Adventure', 'Comedy', 'Science Fiction']",25.929893,en,6.7,454,0,54.94,1,1989,Moderne (1980-1999),2,0,0,3,1
10000000,153.0,"['Drama', 'Family', 'Music']",8.305998,en,7.0,103,0,54.05,1,1968,Classique (< 1980),9,0,0,3,1
10000000,124.0,"['Drama', 'Comedy']",21.258991,en,6.9,459,0,73.53,2,2011,2010s+ (2010+),11,0,1,2,1
10000000,83.0,"['Science Fiction', 'Animation', 'Comedy', 'Family']",5.699058,en,6.6,67,0,53.51,1,2001,2000s (2000-2009),1,0,0,4,1
12305523,107.0,"['Action', 'Adventure', 'Science Fiction']",36.582038,en,5.9,748,0,47.89,1,1985,Moderne (1980-1999),6,1,0,3,1
10000000,90.0,"['Action', 'Adventure', 'Thriller']",34.224204,en,6.4,742,0,59.07,1,1985,Moderne (1980-1999),10,0,0,3,1
10000000,97.0,"['Horror', 'Mystery', 'Thriller']",38.179483,en,5.8,1102,0,57.87,1,2016,2010s+ (2010+),1,0,0,3,1
10000000,80.0,"['Horror', 'Mystery', 'Thriller']",30.934688,en,5.8,816,0,47.97,1,2010,2010s+ (2010+),1,0,0,3,1
20000000,85.0,['Comedy'],7.499639,en,6.0,100,0,41.78,1,2002,2000s (2000-2009),11,0,1,1,1
10000000,97.0,"['Drama', 'Horror', 'Thriller']",45.946524,en,6.2,983,0,71.79,2,2015,2010s+ (2010+),6,1,0,3,1
10000000,108.0,"['Action', 'Adventure', 'Comedy']",4.928777,en,6.4,69,0,46.62,1,1985,Moderne (1980-1999),3,0,0,3,1
10000000,108.0,"['Horror', 'Thriller', 'Science Fiction']",10.125029,en,5.4,197,0,43.04,1,1992,Moderne (1980-1999),3,0,0,3,1
9000000,89.0,"['Comedy', 'Music', 'Romance']",20.452449,en,6.4,379,0,51.44,1,2008,2000s (2000-2009),10,0,0,3,1
10000000,130.0,"['Fantasy', 'Comedy', 'Adventure']",14.543435,en,6.8,823,0,51.45,1,1999,Moderne (1980-1999),11,0,1,3,1
10000000,98.0,"['Comedy', 'Drama']",6.015354,en,5.5,62,0,33.6,0,2002,2000s (2000-2009),9,0,0,2,1
10000000,101.0,"['Drama', 'Fantasy', 'Horror', 'Science Fiction', 'Thriller']",12.902975,en,6.2,161,0,47.33,1,1983,Moderne (1980-1999),6,1,0,5,1
15000000,114.0,"['Action', 'Thriller']",6.216203,en,6.3,252,0,44.43,1,1989,Moderne (1980-1999),5,0,0,2,1
10000000,100.0,"['Action', 'Comedy', 'Crime']",3.290639,en,6.0,31,0,45.15,1,1994,Moderne (1980-1999),11,0,1,3,1
8500000,84.0,"['Drama', 'Thriller']",4.844451,en,5.0,70,0,42.63,1,2002,2000s (2000-2009),9,0,0,2,1
12000000,103.0,"['Comedy', 'Romance']",9.559737,en,5.3,153,0,42.35,1,2006,2000s (2000-2009),10,0,0,2,1
10000000,100.0,"['Comedy', 'Drama', 'Romance']",11.350382,en,6.1,122,0,45.42,1,1998,Moderne (1980-1999),6,1,0,3,1
10000000,91.0,"['Crime', 'Drama']",13.455373,en,6.9,291,0,52.85,1,1983,Moderne (1980-1999),3,0,0,2,1
65000000,102.0,"['Adventure', 'Family', 'Fantasy']",31.974359,en,6.2,679,0,47.03,1,2016,2010s+ (2010+),8,1,0,3,1
10000000,103.0,"['Horror', 'Science Fiction', 'Thriller']",16.78512,en,6.9,311,0,49.31,1,1983,Moderne (1980-1999),10,0,0,3,1
10000000,97.0,['Horror'],26.090495,en,5.4,581,0,50.87,1,2015,2010s+ (2010+),8,1,0,1,1
14000000,116.0,"['Drama', 'Music']",2.698185,en,5.8,36,0,40.35,1,2012,2010s+ (2010+),8,1,0,2,1
23000000,96.0,"['Horror', 'Thriller']",5.904126,en,5.0,114,1,30.59,0,2001,2000s (2000-2009),2,0,0,2,1
10000000,98.0,"['Mystery', 'Science Fiction', 'Thriller']",22.888173,en,5.8,441,0,49.79,1,2009,2000s (2000-2009),11,0,1,3,1
10000000,105.0,"['Drama', 'Comedy', 'Music']",5.025446,en,6.4,81,0,38.9,0,2006,2000s (2000-2009),6,1,0,3,1
23000000,123.0,"['Drama', 'Action', 'Thriller']",2.580808,en,5.2,13,1,31.46,0,1994,Moderne (1980-1999),2,0,0,3,1
23000000,107.0,"['Action', 'Thriller']",4.192064,en,5.3,49,1,32.22,0,1985,Moderne (1980-1999),9,0,0,2,1
23000000,112.0,"['Comedy', 'Drama', 'Family']",2.596338,en,6.1,27,1,36.86,0,2005,2000s (2000-2009),9,0,0,3,1
9000000,93.0,"['Comedy', 'Drama']",18.289303,en,7.5,676,0,52.53,1,1998,Moderne (1980-1999),9,0,0,2,1
10000000,100.0,['Science Fiction'],26.268209,en,4.7,507,0,50.87,1,2010,2010s+ (2010+),11,0,1,1,1
10000000,122.0,"['Drama', 'Comedy']",17.592299,en,6.3,272,0,65.35,2,2015,2010s+ (2010+),2,0,0,2,1
23000000,101.0,"['Comedy', 'Drama', 'Family']",6.27141,en,6.4,34,1,39.03,0,2008,2000s (2000-2009),7,1,0,3,1
23000000,100.0,"['Comedy', 'Drama', 'Family', 'Romance']",11.158906,en,5.5,203,1,34.12,0,2005,2000s (2000-2009),6,1,0,4,1
10000000,129.0,"['Drama', 'Romance']",3.079862,en,6.3,47,0,42.95,1,1990,Moderne (1980-1999),8,1,0,2,1
